system,metal,dope,bader,BaderOcc,Rel_Occ,d_EF,d_occ,up d-occ,down d-occ,dup-Ef,ddown-Ef,d-edge,d-fr ,d-fr up,d-fr down,t2g at fermi,eg at fermi,t2g up fermi,t2g dn fermi,eg up fermi,eg dwn fermi,t2g occ,eg occ,t2g up occ,t2g down occ,eg up occ,eg down occ,zc-occ,zc fermi,zc up fermi,zc dwn fermi,zc up occ,zc down occ,fwhm,d -3,d3 occ,d3up,d3dwn,d3upocc,d3dwnocc,d-band,up d-center,down d-center,Wd corr. Dband,t2g center,eg center,t2g-up center,t2g-down center,eg-up center,eg-down center,ZC center,zc up center,zc down center,zs,ebs,eas,eds,ed3s,d-center,up d-center,down d-center,Wd corr. Dband,t2g center,eg center,t2g-up center,t2g-down center,eg-up center,eg-down center,ZC center,zc up center,zc down center,ed,ea,eb,ez,Dd,Dwd,Ddup,Dddwn,Da,Db,Daup,Dadwn,Dbup,Dbdwn,Dz,Dzup,Dzdwn,Dd3,Dd3up,Dd3dwn,Dd,Dwd,Ddup,Dddwn,Da,Db,Daup,Dadwn,Dbup,Dbdwn,Dz,Dzup,Dzdwn,pc,poc,pf,y
1,2,3,0.843,8.157,-0.035,0.921,7.361,3.468,3.893,0.837,0.084,-0.157,0.468,0.521,0.416,0.371,0.55,0.314,0.057,0.523,0.027,3.812,3.549,1.728,2.085,1.741,1.808,4.698,0.921,0.837,0.084,2.149,2.549,1.199,-0.861,6.135,-0.714,-0.992,2.882,3.252,-1.777,-1.672,-1.871,-0.566,-2.239,-1.281,-2.191,-2.278,-1.157,-1.401,-1.11,-0.955,-1.235,-1.134,-1.286,-2.247,-1.788,-0.878,-0.982,-0.788,-1.175,0.326,-0.93,-1.063,-0.703,-1.158,-0.922,-1.202,-0.69,-0.461,-0.921,-1.004,-0.973,-1.084,-0.729,-7.496,22.58,-4.401,-3.313,-4.099,-3.339,-2.458,-1.801,-1.888,-1.504,-6.809,-4.662,-2.768,-7.122,-4.037,-3.278,-4.14,-13.01,-2.07,-2.08,-1.7,-2.77,-0.79,-0.92,-1.5,-1.29,-4.23,-2.25,-2.06,-7.16,1.77,0.41,0.97
1,2,3,0.865,8.135,-0.013,2.076,7.317,3.95,3.367,0.094,1.982,-0.014,0.476,0.391,0.562,1.083,0.993,0.082,1.002,0.013,0.98,3.816,3.501,2.134,1.681,1.816,1.685,4.644,2.076,0.094,1.981,2.598,2.046,1.324,-0.856,6.08,-1.025,-0.657,3.294,2.785,-1.763,-1.884,-1.623,-0.564,-2.212,-1.275,-2.269,-2.139,-1.431,-1.108,-1.12,-1.279,-0.909,-1.164,-1.287,-2.227,-1.784,-0.887,-0.945,-1.201,-0.688,0.362,-0.899,-1.017,-1.191,-0.606,-1.216,-0.817,-0.67,-0.977,-0.368,-0.986,-0.968,-1.041,-0.742,-7.743,20.213,-3.289,-4.894,-4.245,-3.442,-1.792,-2.774,-1.493,-2.062,-6.931,-2.659,-5.56,-7.099,-3.214,-4.239,-4.15,-12.97,-2.1,-2.07,-1.73,-2.75,-0.94,-0.79,-1.27,-1.52,-4.15,-2.03,-2.25,-6.92,1.77,1.01,0.28
1,2,3,0.856,8.145,-0.022,1.055,7.368,3.507,3.861,0.951,0.104,-0.139,0.478,0.521,0.436,0.409,0.646,0.348,0.062,0.604,0.042,3.832,3.536,1.776,2.056,1.731,1.805,4.709,1.054,0.95,0.104,2.187,2.522,1.162,-0.825,6.147,-0.704,-0.934,2.918,3.228,-1.742,-1.656,-1.821,-0.527,-2.191,-1.256,-2.148,-2.228,-1.153,-1.356,-1.07,-0.943,-1.175,-1.087,-1.26,-2.197,-1.75,-0.836,-0.94,-0.779,-1.1,0.376,-0.896,-1.009,-0.712,-1.08,-0.885,-1.131,-0.64,-0.453,-0.834,-0.955,-0.923,-1.026,-0.667,-7.838,19.596,-4.502,-3.51,-4.277,-3.504,-2.494,-1.904,-1.956,-1.596,-7.358,-4.828,-3.024,-7.453,-4.148,-3.456,-4.23,-13.99,-2.12,-2.12,-1.75,-2.82,-0.83,-0.92,-1.5,-1.33,-4.4,-2.32,-2.15,-7.16,1.77,0.51,0.29
1,2,3,0.869,8.131,-0.008,1.112,7.365,3.468,3.897,1.022,0.09,-0.119,0.466,0.524,0.408,0.468,0.643,0.404,0.064,0.618,0.026,3.826,3.539,1.739,2.088,1.73,1.809,4.702,1.111,1.021,0.09,2.148,2.553,0.495,-0.955,5.969,-0.892,-1.014,2.901,3.067,-1.756,-1.648,-1.853,-0.546,-2.21,-1.267,-2.155,-2.255,-1.138,-1.39,-1.09,-0.932,-1.221,-1.115,-1.273,-2.219,-1.768,-0.958,-0.946,-0.748,-1.144,0.371,-0.906,-1.009,-0.677,-1.134,-0.86,-1.158,-0.65,-0.419,-0.889,-0.969,-0.948,-1.035,-0.69,-7.785,19.852,-4.636,-3.406,-4.223,-3.507,-2.569,-1.841,-2.012,-1.562,-7.234,-5.126,-2.872,-6.251,-3.252,-3.025,-4.19,-13.49,-2.1,-2.1,-1.73,-2.79,-0.81,-0.93,-1.52,-1.3,-4.31,-2.3,-2.09,-7.12,1.77,0.6,0.28
1,2,3,0.861,8.14,-0.017,1.745,7.351,3.42,3.931,1.656,0.089,-0.053,0.48,0.553,0.407,0.841,0.904,0.767,0.074,0.889,0.015,3.841,3.51,1.724,2.117,1.697,1.814,4.683,1.744,1.655,0.089,2.1,2.583,0.955,-1.022,5.831,-1.241,-0.749,3.235,2.596,-1.744,-1.614,-1.859,-0.541,-2.185,-1.263,-2.112,-2.245,-1.108,-1.408,-1.09,-0.901,-1.244,-1.125,-1.273,-2.199,-1.761,-1.076,-0.919,-0.686,-1.152,0.4,-0.882,-0.978,-0.618,-1.146,-0.792,-1.163,-0.64,-0.359,-0.914,-0.951,-0.936,-1.017,-0.697,-7.999,18.378,-4.985,-3.412,-4.355,-3.589,-2.79,-1.847,-2.143,-1.56,-7.317,-5.85,-2.826,-5.705,-2.607,-3.464,-4.22,-13.59,-2.12,-2.11,-1.76,-2.78,-0.82,-0.94,-1.53,-1.29,-4.3,-2.33,-2.08,-6.95,1.78,1.02,0.79
1,2,3,0.867,8.134,-0.011,1.323,7.358,3.629,3.729,0.84,0.484,-0.145,0.487,0.495,0.479,0.624,0.698,0.391,0.234,0.448,0.25,3.816,3.501,2.134,1.681,1.816,1.685,4.716,1.299,0.825,0.475,2.311,2.405,0.648,-1.006,5.955,-0.897,-1.105,2.837,3.119,-1.692,-1.677,-1.706,-0.461,-2.212,-1.23,-2.103,-2.113,-1.21,-1.251,-0.99,-0.969,-1.015,-0.991,-1.228,-2.211,-1.692,-1.016,-0.872,-0.838,-0.905,0.465,-0.837,-0.927,-0.797,-0.877,-0.903,-0.95,-0.56,-0.525,-0.603,-0.873,-0.828,-0.928,-0.562,-8.438,15.824,-4.331,-4.12,-4.559,-3.777,-2.678,-1.917,-2.011,-1.774,-8.421,-4.402,-3.988,-5.92,-3.161,-2.823,-4.35,-15.96,-2.16,-2.19,-1.73,-2.85,-1.01,-0.8,-1.5,-1.35,-4.76,-2.38,-2.37,-7.11,1.77,0.59,0.41
1,2,3,0.85,8.15,-0.028,1.276,7.363,3.681,3.682,0.639,0.636,-0.145,0.502,0.502,0.501,0.528,0.748,0.265,0.264,0.375,0.373,3.837,3.526,1.918,1.919,1.763,1.763,4.706,1.274,0.638,0.636,2.353,2.353,0.487,-0.738,6.157,-0.738,-0.738,3.078,3.079,-1.651,-1.651,-1.651,-0.435,-2.09,-1.175,-2.09,-2.09,-1.174,-1.175,-0.97,-0.971,-0.972,-0.97,-1.175,-2.09,-1.651,-0.738,-0.838,-0.838,-0.838,0.487,-0.805,-0.889,-0.805,-0.805,-0.889,-0.89,-0.54,-0.537,-0.537,-0.838,-0.805,-0.885,-0.54,-8.786,15.119,-4.393,-4.394,-4.766,-3.966,-2.383,-2.384,-1.983,-1.981,-8.715,-4.382,-4.382,-8.344,-4.173,-4.171,-4.46,-16.92,-2.23,-2.23,-1.84,-3,-0.92,-0.92,-1.5,-1.5,-4.85,-2.42,-2.42,-7.07,1.78,0.58,0.28
2,2,0,0.89,8.11,0.012,0.923,7.33,4.045,3.285,0.061,0.861,-0.185,0.408,0.261,0.556,0.558,0.365,0.061,0.496,0,0.365,3.741,3.589,2.22,1.52,1.825,1.764,4.58,0.917,0.061,0.855,2.649,1.932,0.834,-0.983,5.908,-1.209,-0.704,3.267,2.641,-1.996,-2.156,-1.798,-0.765,-2.59,-1.38,-2.61,-2.56,-1.61,-1.15,-1.37,-1.574,-1.079,-1.447,-1.388,-2.599,-2.033,-1.037,-1.099,-1.463,-0.732,0.261,-1.02,-1.224,-1.458,-0.58,-1.469,-0.976,-0.86,-1.299,-0.425,-1.175,-1.184,-1.305,-0.997,-6.669,28.083,-2.765,-4.488,-3.668,-2.932,-1.523,-2.621,-1.242,-1.807,-5.326,-2.039,-4.546,-6.009,-2.702,-3.754,-3.67,-9.59,-1.88,-1.83,-1.44,-2.6,-0.85,-0.59,-1.13,-1.53,-3.34,-1.68,-1.79,-6.95,1.77,0.24,0.58
2,2,0,0.879,8.121,0.001,1.371,7.3,4.407,3.256,0.029,1.342,-0.157,0.43,0.287,0.574,0.78,0.59,0.026,0.755,0.003,0.587,3.736,3.567,2.221,1.515,1.827,1.741,4.55,1.361,0.029,1.332,2.65,1.903,0.605,-0.945,5.86,-1.178,-0.653,3.257,2.603,-1.96,-2.123,-1.756,-0.734,-2.54,-1.35,-2.541,-2.496,-1.577,-1.112,-1.34,-1.552,-1.041,-1.424,-1.361,-2.549,-2.015,-1.003,-1.046,-1.415,-0.674,0.315,-0.978,-1.153,-1.419,-0.535,-1.409,-0.895,-0.81,-1.254,-0.367,-1.157,-1.145,-1.235,-0.956,-6.979,23.175,-3.114,-4.831,-3.82,-3.094,-1.565,-2.832,-1.297,-1.945,-5.617,-2.113,-5.185,-6.204,-2.766,-3.986,-3.72,-9.94,-2.08,-1.85,-1.47,-2.64,-0.87,-0.61,-1.16,-1.57,-3.4,-1.71,-1.83,-6.83,1.77,0.58,0.65
2,2,0,0.845,8.155,-0.033,1.376,7.337,3.974,3.363,0.119,1.257,-0.183,0.445,0.335,0.556,0.909,0.467,0.111,0.799,0.008,0.459,3.769,3.569,2.157,1.612,1.817,1.752,4.6,1.375,0.119,1.256,2.591,2.013,0.986,-0.907,5.957,-1.09,-0.69,3.237,2.72,-1.92,-2.044,-1.768,-0.677,-2.48,-1.33,-2.5,-2.441,-1.502,-1.147,-1.27,-1.434,-1.047,-1.319,-1.336,-2.489,-1.943,-0.942,-1.024,-1.307,-0.739,0.342,-0.953,-1.136,-1.291,-0.614,-1.333,-0.937,-0.77,-1.106,-0.426,-1.071,-1.051,-1.179,-0.855,-7.165,21.453,-3.041,-4.551,-3.955,-3.142,-1.671,-2.625,-1.363,-1.87,-5.974,-2.343,-4.725,-6.564,-2.97,-3.941,-3.82,-10.84,-1.94,-1.9,-1.52,-2.68,-0.86,-0.66,-1.21,-1.53,-3.62,-1.81,-1.92,-7.08,1.77,0.9,0.6
2,2,0,0.863,8.137,-0.015,1.149,7.331,4.03,3.301,0.079,1.07,-0.175,0.418,0.279,0.557,0.722,0.427,0.075,0.646,0.003,0.424,3.75,3.581,2.206,1.544,1.824,1.757,4.59,1.144,0.079,1.065,2.638,1.95,0.87,-0.946,5.901,-1.166,-0.677,3.251,2.65,-1.96,-2.118,-1.772,-0.731,-2.54,-1.36,-2.569,-2.498,-1.572,-1.133,-1.33,-1.532,-1.053,-1.402,-1.368,-2.553,-1.994,-0.996,-1.055,-1.403,-0.704,0.311,-0.987,-1.162,-1.404,-0.568,-1.402,-0.921,-0.81,-1.226,-0.389,-1.125,-1.135,-1.231,-0.936,-6.949,23.572,-2.872,-4.689,-3.799,-3.082,-1.571,-2.718,-1.301,-1.908,-5.667,-2.152,-5.013,-6.235,-2.788,-3.917,-3.74,-10.03,-1.9,-1.86,-1.48,-2.63,-0.86,-0.62,-1.16,-1.55,-3.45,-1.72,-1.85,-6.96,1.77,0.41,0.63
2,2,0,0.87,8.13,-0.008,1.38,7.31,4.032,3.278,0.049,1.331,-0.144,0.431,0.29,0.572,0.799,0.582,0.045,0.753,0.004,0.578,3.744,3.566,2.207,1.537,1.825,1.741,4.57,1.374,0.049,1.324,2.639,1.927,0.713,-0.939,5.9,-1.16,-0.665,3.265,2.635,-1.95,-2.101,-1.756,-0.718,-2.52,-1.34,-2.55,-2.478,-1.558,-1.118,-1.32,-1.521,-1.04,-1.395,-1.35,-2.533,-1.986,-0.992,-1.034,-1.385,-0.68,0.33,-0.967,-1.139,-1.386,-0.547,-1.383,-0.893,-0.79,-1.211,-0.369,-1.107,-1.117,-1.211,-0.921,-7.07,22.152,-2.911,-4.821,-3.872,-3.131,-1.592,-2.81,-1.32,-1.95,-5.785,-2.179,-5.222,-6.284,-2.814,-3.964,-3.75,-10.18,-1.92,-1.87,-1.49,-2.66,-0.87,-0.62,-1.17,-1.56,-3.46,-1.74,-1.85,-6.89,1.77,0.75,0.61
2,2,0,0.85,8.15,-0.028,1.366,7.327,3.993,3.333,0.099,1.267,-0.174,0.442,0.325,0.559,0.857,0.508,0.092,0.765,0.007,0.501,3.759,3.567,2.173,1.586,1.82,1.747,4.59,1.363,0.099,1.264,2.607,1.983,1.073,-0.912,5.921,-1.107,-0.677,3.238,2.683,-1.93,-2.062,-1.765,-0.69,-2.49,-1.33,-2.516,-2.456,-1.521,-1.138,-1.28,-1.462,-1.045,-1.337,-1.338,-2.499,-1.957,-0.953,-1.016,-1.321,-0.708,0.356,-0.952,-1.117,-1.316,-0.586,-1.33,-0.903,-0.76,-1.124,-0.391,-1.071,-1.066,-1.168,-0.86,-7.211,20.58,-3.023,-4.708,-3.949,-3.193,-1.651,-2.706,-1.368,-1.935,-6.039,-2.319,-5.072,-6.491,-2.925,-3.965,-3.8,-10.61,-1.94,-1.89,-1.51,-2.68,-0.86,-0.65,-1.2,-1.54,-3.59,-1.78,-1.9,-7.04,1.78,0.94,0.63
2,2,0,0.86,8.14,-0.018,1.255,7.315,4.023,3.292,0.088,1.167,-0.177,0.424,0.29,0.559,0.741,0.514,0.083,0.658,0.005,0.51,3.744,3.571,2.199,1.545,1.823,1.747,4.57,1.25,0.088,1.162,2.631,1.941,0.855,-0.94,5.924,-1.156,-0.675,3.259,2.665,-1.96,-2.103,-1.771,-0.722,-2.53,-1.35,-2.554,-2.494,-1.558,-1.132,-1.32,-1.516,-1.053,-1.39,-1.359,-2.54,-1.993,-0.988,-1.03,-1.371,-0.687,0.343,-0.969,-1.127,-1.376,-0.559,-1.363,-0.89,-0.78,-1.185,-0.368,-1.098,-1.112,-1.193,-0.904,-7.102,21.326,-2.934,-4.792,-3.864,-3.169,-1.598,-2.764,-1.337,-1.963,-5.859,-2.22,-5.274,-6.304,-2.819,-3.948,-3.73,-10.13,-1.91,-1.86,-1.48,-2.65,-0.86,-0.62,-1.17,-1.54,-3.46,-1.74,-1.84,-6.98,1.78,0.54,0.63
2,2,0,0.92,8.08,0.042,1.366,7.321,4.024,3.296,0.058,1.308,-0.155,0.435,0.3,0.572,0.825,0.541,0.054,0.771,0.004,0.537,3.752,3.569,2.201,1.551,1.824,1.745,4.58,1.361,0.058,1.303,2.633,1.945,0.722,-0.93,5.907,-1.147,-0.664,3.257,2.65,-1.94,-2.092,-1.753,-0.71,-2.52,-1.34,-2.542,-2.466,-1.55,-1.119,-1.31,-1.508,-1.036,-1.381,-1.35,-2.533,-1.974,-0.98,-1.019,-1.362,-0.675,0.352,-0.958,-1.115,-1.367,-0.548,-1.354,-0.875,-0.77,-1.178,-0.356,-1.087,-1.1,-1.18,-0.894,-7.184,20.798,-2.954,-4.883,-3.916,-3.201,-1.61,-2.83,-1.347,-1.994,-5.948,-2.235,-5.463,-6.35,-2.839,-3.993,-3.77,-10.31,-1.92,-1.88,-1.49,-2.66,-0.87,-0.63,-1.18,-1.56,-3.5,-1.75,-1.88,-6.93,1.78,0.85,0.61
2,2,1,0.942,8.058,0.064,0.993,7.33,4.042,3.287,0.083,0.91,-0.189,0.412,0.263,0.562,0.62,0.372,0.079,0.541,0.003,0.369,3.748,3.582,2.221,1.527,1.822,1.76,4.56,0.987,0.083,0.905,2.635,1.925,0.82,-0.98,5.879,-1.198,-0.71,3.246,2.633,-2.014,-2.169,-1.824,-0.771,-2.607,-1.394,-2.623,-2.583,-1.616,-1.164,-1.39,-1.589,-1.112,-1.464,-1.402,-2.614,-2.05,-1.031,-1.105,-1.465,-0.743,0.271,-1.03,-1.226,-1.462,-0.594,-1.469,-0.98,-0.88,-1.314,-0.449,-1.179,-1.191,-1.303,-1.015,-6.633,27.048,-2.759,-4.424,-3.639,-2.922,-1.519,-2.571,-1.24,-1.796,-5.182,-2.005,-4.287,-6.001,-2.709,-3.707,-3.64,-9.51,-1.86,-1.8,-1.44,-2.57,-0.85,-0.59,-1.13,-1.51,-3.28,-1.66,-1.73,-6.87,1.77,0.31,0.46
2,2,1,0.932,8.068,0.054,1.46,7.318,4.043,3.275,0.032,1.428,-0.149,0.432,0.288,0.576,0.911,0.55,0.029,0.882,0.003,0.546,3.752,3.566,2.22,1.532,1.823,1.743,4.548,1.453,0.032,1.421,2.636,1.912,0.63,-0.936,5.847,-1.161,-0.657,3.236,2.611,-1.973,-2.132,-1.777,-0.734,-2.553,-1.362,-2.581,-2.513,-1.585,-1.129,-1.35,-1.559,-1.066,-1.428,-1.372,-2.565,-2.01,-0.99,-1.06,-1.421,-0.697,0.314,-0.99,-1.172,-1.421,-0.557,-1.423,-0.919,-0.84,-1.275,-0.408,-1.136,-1.148,-1.247,-0.978,-6.904,23.306,-2.845,-4.699,-3.79,-3.043,-1.562,-2.75,-1.281,-1.897,-5.414,-2.067,-4.686,-6.247,-2.787,-3.973,-3.71,-9.97,-1.9,-1.84,-1.47,-2.62,-0.86,-0.61,-1.15,-1.54,-3.37,-1.69,-1.79,-6.77,1.77,0.71,0.57
2,2,1,0.891,8.109,0.014,1.413,7.362,3.953,3.409,0.129,1.284,-0.174,0.456,0.358,0.554,0.969,0.444,0.118,0.851,0.011,0.432,3.799,3.564,2.14,1.658,1.813,1.751,4.609,1.412,0.129,1.283,2.561,2.048,1.01,-0.885,5.951,-1.048,-0.695,3.203,2.748,-1.926,-2.04,-1.794,-0.663,-2.479,-1.336,-2.501,-2.45,-1.494,-1.173,-1.26,-1.418,-1.073,-1.298,-1.342,-2.485,-1.944,-0.912,-1.027,-1.281,-0.771,0.364,-0.957,-1.138,-1.259,-0.653,-1.317,-0.959,-0.78,-1.085,-0.474,-1.065,-1.034,-1.168,-0.848,-7.168,20.225,-3.086,-4.422,-3.97,-3.132,-1.7,-2.539,-1.377,-1.826,-5.909,-2.36,-4.321,-6.726,-3.056,-3.956,-3.82,-11.11,-1.94,-1.9,-1.53,-2.67,-0.86,-0.68,-1.21,-1.49,-3.66,-1.81,-1.91,-7.04,1.77,0.96,0.54
2,2,1,0.918,8.082,0.04,1.265,7.335,4.017,3.319,0.11,1.155,-0.182,0.426,0.294,0.558,0.816,0.449,0.106,0.711,0.005,0.444,3.763,3.572,2.197,1.566,1.82,1.752,4.569,1.262,0.11,1.152,2.613,1.955,0.98,-0.934,5.869,-1.137,-0.688,3.22,2.65,-1.986,-2.128,-1.816,-0.731,-2.567,-1.374,-2.584,-2.543,-1.576,-1.165,-1.34,-1.532,-1.096,-1.403,-1.382,-2.574,-2.016,-0.978,-1.06,-1.387,-0.73,0.335,-0.995,-1.162,-1.387,-0.601,-1.388,-0.935,-0.82,-1.217,-0.429,-1.123,-1.127,-1.221,-0.934,-6.92,21.896,-2.896,-4.547,-3.782,-3.074,-1.584,-2.606,-1.311,-1.874,-5.572,-2.147,-4.557,-6.284,-2.833,-3.853,-3.69,-10.03,-1.89,-1.83,-1.47,-2.6,-0.85,-0.62,-1.15,-1.5,-3.41,-1.71,-1.78,-6.91,1.77,0.57,0.52
2,2,1,0.915,8.085,0.037,1.492,7.339,4.02,3.319,0.058,1.434,-0.146,0.435,0.302,0.569,0.969,0.523,0.054,0.916,0.005,0.518,3.774,3.565,2.199,1.575,1.82,1.744,4.573,1.489,0.058,1.431,2.617,1.956,0.84,-0.92,5.895,-1.128,-0.668,3.235,2.659,-1.96,-2.107,-1.783,-0.709,-2.531,-1.356,-2.558,-2.492,-1.561,-1.142,-1.32,-1.516,-1.066,-1.385,-1.365,-2.542,-1.991,-0.965,-1.034,-1.365,-0.701,0.359,-0.973,-1.131,-1.366,-0.578,-1.363,-0.898,-0.8,-1.197,-0.403,-1.097,-1.103,-1.188,-0.915,-7.098,20.443,-2.945,-4.735,-3.879,-3.152,-1.61,-2.725,-1.335,-1.942,-5.716,-2.186,-4.854,-6.406,-2.87,-3.982,-3.74,-10.35,-1.91,-1.86,-1.49,-2.63,-0.86,-0.63,-1.17,-1.53,-3.46,-1.73,-1.83,-6.84,1.78,0.94,0.55
2,2,1,0.896,8.104,0.018,1.434,7.352,3.975,3.376,0.108,1.326,-0.163,0.447,0.34,0.556,0.959,0.475,0.1,0.86,0.009,0.466,3.789,3.563,2.16,1.629,1.815,1.748,4.594,1.433,0.108,1.325,2.58,2.015,1.06,-0.891,5.915,-1.069,-0.681,3.205,2.709,-1.938,-2.062,-1.793,-0.678,-2.497,-1.343,-2.52,-2.467,-1.516,-1.164,-1.28,-1.45,-1.072,-1.326,-1.35,-2.504,-1.96,-0.924,-1.018,-1.298,-0.738,0.379,-0.958,-1.115,-1.29,-0.624,-1.311,-0.918,-0.77,-1.108,-0.437,-1.064,-1.051,-1.152,-0.853,-7.222,19.398,-3.062,-4.575,-3.955,-3.196,-1.674,-2.611,-1.384,-1.904,-5.966,-2.329,-4.611,-6.637,-3,-3.977,-3.79,-10.84,-1.93,-1.88,-1.52,-2.65,-0.86,-0.66,-1.2,-1.5,-3.59,-1.78,-1.88,-7.01,1.78,1.01,0.54
2,2,1,0.903,8.097,0.026,1.359,7.334,4.008,3.325,0.107,1.252,-0.17,0.432,0.306,0.559,0.875,0.484,0.102,0.773,0.006,0.478,3.767,3.567,2.19,1.578,1.819,1.748,4.57,1.356,0.107,1.249,2.607,1.963,1,-0.926,5.888,-1.124,-0.686,3.226,2.663,-1.971,-2.109,-1.805,-0.716,-2.546,-1.363,-2.565,-2.519,-1.56,-1.16,-1.33,-1.511,-1.086,-1.39,-1.371,-2.553,-1.999,-0.968,-1.034,-1.353,-0.713,0.366,-0.978,-1.124,-1.359,-0.595,-1.345,-0.901,-0.79,-1.176,-0.41,-1.094,-1.102,-1.177,-0.898,-7.093,20.038,-2.962,-4.663,-3.852,-3.173,-1.611,-2.652,-1.352,-1.94,-5.785,-2.217,-4.788,-6.361,-2.87,-3.883,-3.72,-10.24,-1.9,-1.84,-1.48,-2.62,-0.85,-0.63,-1.17,-1.51,-3.44,-1.73,-1.81,-6.93,1.78,0.7,0.53
2,2,1,0.931,8.069,0.054,1.477,7.337,4.011,3.326,0.073,1.404,-0.152,0.438,0.31,0.566,0.952,0.524,0.067,0.885,0.005,0.519,3.774,3.563,2.191,1.582,1.819,1.743,4.573,1.473,0.073,1.401,2.609,1.964,0.84,-0.914,5.89,-1.115,-0.671,3.227,2.663,-1.957,-2.098,-1.788,-0.705,-2.527,-1.354,-2.551,-2.493,-1.952,-1.148,-1.32,-1.503,-1.07,-1.381,-1.371,-2.536,-1.986,-0.957,-1.019,-1.341,-0.696,0.381,-0.965,-1.105,-1.347,-0.581,-1.331,-0.878,-0.78,-1.163,-0.392,-1.079,-1.089,-1.157,-0.889,-7.2,19.257,-2.991,-4.779,-3.911,-3.224,-1.627,-2.723,-1.367,-1.985,-5.863,-2.243,-5.01,-6.44,-2.894,-3.966,-3.75,-10.41,-1.91,-1.86,-1.49,-2.63,-0.86,-0.63,-0.93,-1.52,-3.46,-1.74,-1.84,-6.89,1.78,1.05,0.74
2,2,2,0.896,8.104,0.019,1.218,7.384,3.691,3.693,0.61,0.608,-0.269,0.383,0.383,0.383,1.14,0.078,0.571,0.569,0.039,0.039,3.798,3.586,1.898,1.9,1.793,1.793,4.667,1.217,0.61,0.608,2.333,2.334,0.396,-0.971,5.979,-0.971,-0.972,2.989,2.99,-2.025,-2.025,-2.025,-0.736,-2.553,-1.465,-2.553,-2.553,-1.464,-1.465,-1.3,-1.298,-1.299,-1.3,-1.465,-2.553,-2.025,-0.971,-1.166,-1.165,-1.166,0.228,-1.089,-1.288,-1.089,-1.089,-1.288,-1.288,-0.89,-0.886,-0.886,-1.166,-1.089,-1.282,-0.89,-6.333,32.386,-3.168,-3.167,-3.488,-2.784,-1.743,-1.745,-1.392,-1.392,-5.244,-2.633,-2.634,-6.155,-3.078,-3.077,-3.65,-10.03,-1.82,-1.82,-1.49,-2.45,-0.74,-0.74,-1.22,-1.22,-3.59,-1.8,-1.8,-7.15,1.77,0.58,0.35
2,2,2,0.859,8.141,-0.019,0.648,7.389,3.639,3.751,0.389,0.259,-0.247,0.401,0.412,0.39,0.508,0.14,0.295,0.212,0.093,0.047,3.806,3.583,1.851,1.955,1.787,1.796,4.666,0.647,0.388,0.259,2.28,2.386,0.455,-0.923,5.967,-0.888,-0.958,2.937,3.03,-1.992,-1.968,-2.016,-0.696,-2.529,-1.422,-2.527,-2.531,-1.389,-1.454,-1.27,-1.23,-1.298,-1.272,-1.422,-2.529,-1.993,-0.924,-1.114,-1.06,-1.167,0.294,-1.046,-1.221,-0.983,-1.11,-1.184,-1.258,-0.83,-0.768,-0.895,-1.116,-1.049,-1.218,-0.833,-6.633,25.133,-3.433,-3.214,-3.639,-2.934,-1.883,-1.761,-1.509,-1.428,-5.622,-2.969,-2.666,-6.463,-3.307,-3.165,-3.71,-10.61,-1.85,-1.86,-1.5,-2.52,-0.73,-0.77,-1.29,-1.24,-3.67,-1.85,-1.84,-7,1.77,0.27,0.35
2,2,2,0.86,8.14,-0.018,0.705,7.386,3.542,3.844,0.456,0.248,-0.305,0.382,0.409,0.354,0.628,0.076,0.391,0.237,0.066,0.011,3.797,3.589,1.755,2.042,1.787,1.802,4.667,0.704,0.456,0.248,2.191,2.476,0.929,-1.029,5.84,-1.241,-0.765,3.238,2.602,-2.078,-2.013,-2.138,-0.789,-2.62,-1.504,-2.621,-2.62,-1.415,-1.592,-1.36,-1.261,-1.44,-1.371,-1.505,-2.62,-2.083,-1.081,-1.191,-1.047,-1.335,0.214,-1.126,-1.296,-0.95,-1.33,-1.201,-1.39,-0.9,-0.732,-1.077,-1.203,-1.155,-1.305,-0.921,-6.202,34.514,-3.383,-2.879,-3.372,-2.769,-1.847,-1.535,-1.488,-1.296,-5.186,-2.993,-2.299,-5.675,-2.609,-3.402,-3.55,-9.36,-1.76,-1.8,-1.45,-2.39,-0.67,-0.78,-1.26,-1.13,-3.43,-1.74,-1.72,-7.17,1.77,0.8,0.36
